;Genotype;date;modality;plant;order;nb_visible_leaves;nb_foliar_primordia;nb_total_leaves;nb_open_flowers;nb_aborted_flowers;nb_total_flowers;nb_vegetative_bud;nb_initiated_bud;nb_floral_bud;nb_stolons;type_of_crown;crown_status;vid;plant_vid
381;BH516;22/06/2018;CF12074;3;2;3;0;3;5;0;5;2;0;0;0;2;4;3803;3701
386;BH516;22/06/2018;CF12074;3;2;5;0;5;6;0;6;1;0;0;3;2;4;3839;3701
389;BH516;22/06/2018;CF12074;3;2;4;0;4;6;0;6;3;0;0;0;3;4;3875;3701
394;BH516;22/06/2018;CF12074;3;2;4;0;4;4;0;6;2;0;0;1;2;4;3902;3701
402;BH516;22/06/2018;CF12074;3;2;5;0;5;3;0;5;2;0;0;2;2;4;3978;3701
406;BH516;22/06/2018;CF12074;3;2;6;0;6;0;0;0;6;0;0;0;2;4;4008;3701
409;BH516;22/06/2018;CF12074;3;2;6;0;6;5;0;6;5;0;0;1;2;4;4038;3701
412;BH516;22/06/2018;CF12074;3;2;5;0;5;0;0;5;5;0;0;0;2;4;4071;3701
224;BH516;22/06/2018;CF12074;3;3;3;0;3;1;0;4;3;0;0;0;2;4;3913;3701
372;BH516;22/06/2018;CF12074;3;3;3;0;3;0;0;5;1;0;0;0;2;4;3729;3701
374;BH516;22/06/2018;CF12074;3;3;4;0;4;0;0;8;1;0;0;2;2;4;3744;3701
379;BH516;22/06/2018;CF12074;3;3;6;0;6;0;0;6;4;0;0;2;2;4;3771;3701
382;BH516;22/06/2018;CF12074;3;3;2;0;2;0;0;0;0;0;0;0;3;1;3808;3701
383;BH516;22/06/2018;CF12074;3;3;6;0;6;0;0;5;5;0;0;0;2;4;3813;3701
387;BH516;22/06/2018;CF12074;3;3;2;0;2;0;0;0;0;0;0;0;2;1;3851;3701
391;BH516;22/06/2018;CF12074;3;3;3;0;3;0;0;4;3;0;0;0;2;4;3886;3701
404;BH516;22/06/2018;CF12074;3;3;3;0;3;0;0;0;0;0;0;3;2;1;3990;3701
414;BH516;22/06/2018;CF12074;3;3;1;0;1;0;0;0;0;0;0;1;2;1;4085;3701
376;BH516;22/06/2018;CF12074;3;4;1;0;1;0;0;0;0;0;0;1;2;1;3753;3701
393;BH516;22/06/2018;CF12074;3;4;1;0;1;0;0;0;0;0;0;1;2;1;3894;3701
415;BH516;22/06/2018;CF12074;4;0;19;0;19;7;0;13;5;0;0;9;1;4;4094;4093
0;BH516;22/06/2018;CF12074;4;1;9;0;9;8;0;9;3;0;0;4;3;4;4096;4093
16;BH516;22/06/2018;CF12074;4;1;9;0;9;6;0;12;7;0;0;0;3;4;4166;4093
60;BH516;22/06/2018;CF12074;4;1;3;0;3;5;0;5;0;0;0;0;2;4;4341;4093
269;BH516;22/06/2018;CF12074;4;1;4;0;4;4;0;4;2;0;0;0;3;4;4287;4093
300;BH516;22/06/2018;CF12074;4;1;3;0;3;6;0;6;2;0;0;0;3;4;4310;4093
9;BH516;22/06/2018;CF12074;4;2;2;0;2;6;0;6;1;0;0;0;2;4;4137;4093
19;BH516;22/06/2018;CF12074;4;2;3;0;3;6;0;6;2;0;0;0;3;4;4189;4093
26;BH516;22/06/2018;CF12074;4;2;2;0;2;6;0;6;0;0;0;0;2;4;4219;4093
47;BH516;22/06/2018;CF12074;4;2;3;0;3;0;0;4;2;0;0;0;2;4;4296;4093
61;BH516;22/06/2018;CF12074;4;2;5;0;5;0;0;5;1;0;0;4;2;4;4345;4093
192;BH516;22/06/2018;CF12074;4;2;3;0;3;0;0;0;3;0;0;0;3;4;4119;4093
309;BH516;22/06/2018;CF12074;4;2;4;0;4;6;0;6;4;0;0;0;2;4;4318;4093
8;BH516;22/06/2018;CF12074;4;3;2;0;2;0;0;0;0;0;0;2;2;1;4127;4093
11;BH516;22/06/2018;CF12074;4;3;3;0;3;0;0;10;0;0;0;2;2;4;4143;4093
21;BH516;22/06/2018;CF12074;4;3;4;0;4;6;0;6;1;0;0;3;2;4;4197;4093
27;BH516;22/06/2018;CF12074;4;3;4;0;4;4;0;5;2;0;0;2;2;4;4222;4093
48;BH516;22/06/2018;CF12074;4;3;1;0;1;0;0;0;0;0;0;1;2;1;4302;4093
57;BH516;22/06/2018;CF12074;4;3;3;0;3;0;0;0;0;0;0;2;2;1;4329;4093
63;BH516;22/06/2018;CF12074;4;3;1;0;1;0;0;0;0;0;0;0;3;1;4139;4093
65;BH516;22/06/2018;CF12074;4;3;3;0;3;0;0;0;0;0;0;3;2;1;4359;4093
12;BH516;22/06/2018;CF12074;4;4;1;2;3;0;0;0;1;0;0;2;2;3;4151;4093
24;BH516;22/06/2018;CF12074;4;4;2;0;2;0;0;0;0;0;0;2;2;1;4208;4093
31;BH516;22/06/2018;CF12074;4;4;2;0;2;0;0;0;0;0;0;2;2;1;4233;4093
68;BH516;22/06/2018;CF12074;5;0;20;0;20;5;0;11;4;0;0;6;1;4;4374;4373
69;BH516;22/06/2018;CF12074;5;1;8;0;8;0;0;5;7;0;0;0;3;4;4376;4373
73;BH516;22/06/2018;CF12074;5;1;6;0;6;5;0;8;0;0;0;0;3;4;4409;4373
85;BH516;22/06/2018;CF12074;5;1;7;0;7;8;0;0;4;0;0;1;3;4;4459;4373
103;BH516;22/06/2018;CF12074;5;1;2;0;2;7;0;13;0;0;0;0;3;4;4530;4373
107;BH516;22/06/2018;CF12074;5;1;3;0;3;0;0;0;1;0;0;1;3;4;4546;4373
117;BH516;22/06/2018;CF12074;5;1;3;0;3;6;0;6;1;0;0;0;3;4;4590;4373
120;BH516;22/06/2018;CF12074;5;1;3;0;3;8;0;8;1;0;0;0;3;4;4611;4373
129;BH516;22/06/2018;CF12074;5;1;3;0;3;5;0;6;1;0;0;0;3;4;4642;4373
133;BH516;22/06/2018;CF12074;5;1;4;0;4;6;0;6;1;0;0;0;2;4;4668;4373
306;BH516;22/06/2018;CF12074;5;1;3;0;3;0;0;0;2;0;0;0;3;4;4658;4373
72;BH516;22/06/2018;CF12074;5;2;1;1;2;0;0;0;2;0;0;0;2;4;4399;4373
74;BH516;22/06/2018;CF12074;5;2;3;0;3;6;0;6;2;0;0;0;3;4;4415;4373
79;BH516;22/06/2018;CF12074;5;2;3;0;3;6;0;6;2;0;0;0;2;4;4434;4373
88;BH516;22/06/2018;CF12074;5;2;3;0;3;5;0;5;1;0;0;0;3;4;4476;4373
98;BH516;22/06/2018;CF12074;5;2;2;0;2;5;0;0;1;0;0;0;2;4;4502;4373
104;BH516;22/06/2018;CF12074;5;2;4;1;5;0;0;0;1;0;0;1;2;3;4533;4373
109;BH516;22/06/2018;CF12074;5;2;3;0;3;0;0;0;0;0;0;2;2;1;4552;4373
118;BH516;22/06/2018;CF12074;5;2;4;1;5;0;0;0;1;0;0;2;2;4;4596;4373
121;BH516;22/06/2018;CF12074;5;2;4;0;4;2;0;3;2;0;0;2;2;4;4617;4373
131;BH516;22/06/2018;CF12074;5;2;4;0;4;1;0;3;1;0;0;0;2;4;4648;4373
136;BH516;22/06/2018;CF12074;5;2;5;0;5;0;0;4;2;0;0;0;2;4;4675;4373
76;BH516;22/06/2018;CF12074;5;3;3;0;3;0;0;3;1;0;0;1;2;4;4423;4373
80;BH516;22/06/2018;CF12074;5;3;3;0;3;0;0;0;0;0;0;0;3;1;4439;4373
81;BH516;22/06/2018;CF12074;5;3;3;0;3;0;0;5;2;0;0;1;2;4;4445;4373
92;BH516;22/06/2018;CF12074;5;3;4;0;4;0;0;3;1;0;0;1;2;4;4482;4373
99;BH516;22/06/2018;CF12074;5;3;4;0;4;4;0;0;1;0;0;2;2;4;4507;4373
124;BH516;22/06/2018;CF12074;5;3;2;0;2;0;0;0;0;0;0;2;2;1;4628;4373
138;BH516;22/06/2018;CF12074;5;3;1;1;2;0;0;0;2;0;0;0;3;4;4682;4373
360;BH516;22/06/2018;CF12074;5;3;1;0;1;0;0;0;0;0;0;0;2;1;4691;4373
94;BH516;22/06/2018;CF12074;5;4;1;1;2;0;0;0;1;0;0;1;2;4;4491;4373
101;BH516;22/06/2018;CF12074;5;4;1;1;2;0;0;0;1;0;0;1;2;4;4518;4373
351;BH516;22/06/2018;CF12074;6;0;19;0;19;2;0;8;3;0;0;8;1;4;4698;4697
142;BH516;22/06/2018;CF12074;6;1;7;0;7;9;0;9;0;0;0;0;3;4;4700;4697
151;BH516;22/06/2018;CF12074;6;1;7;0;7;7;0;10;0;0;0;0;3;4;4743;4697
169;BH516;22/06/2018;CF12074;6;1;4;0;4;3;0;4;0;0;0;0;3;4;4815;4697
175;BH516;22/06/2018;CF12074;6;1;5;0;5;2;0;2;0;0;0;3;3;4;4845;4697
193;BH516;22/06/2018;CF12074;6;1;3;0;3;2;0;4;1;0;0;0;3;4;4925;4697
197;BH516;22/06/2018;CF12074;6;1;2;0;2;5;0;5;0;0;0;0;3;4;4940;4697
209;BH516;22/06/2018;CF12074;6;1;3;0;3;5;0;6;0;0;0;0;2;4;4976;4697
246;BH516;22/06/2018;CF12074;6;1;2;0;2;6;0;6;0;0;0;0;3;4;4953;4697
143;BH516;22/06/2018;CF12074;6;2;2;0;2;4;0;5;0;0;0;0;3;4;4707;4697
145;BH516;22/06/2018;CF12074;6;2;2;0;2;5;0;5;0;0;0;0;2;4;4719;4697
153;BH516;22/06/2018;CF12074;6;2;2;0;2;7;0;8;1;0;0;0;3;4;4750;4697
158;BH516;22/06/2018;CF12074;6;2;4;0;4;6;0;6;3;0;0;0;2;4;4772;4697
170;BH516;22/06/2018;CF12074;6;2;4;0;4;0;0;0;4;0;0;0;2;4;4820;4697
178;BH516;22/06/2018;CF12074;6;2;2;0;2;5;0;5;0;0;0;0;3;4;4856;4697
183;BH516;22/06/2018;CF12074;6;2;3;0;3;4;0;5;3;0;0;0;2;4;4878;4697
195;BH516;22/06/2018;CF12074;6;2;1;0;1;0;0;0;0;0;0;0;2;1;4929;4697
198;BH516;22/06/2018;CF12074;6;2;4;0;4;0;0;2;1;0;0;0;2;4;4943;4697
202;BH516;22/06/2018;CF12074;6;2;3;0;3;3;0;4;3;0;0;0;2;4;4956;4697
210;BH516;22/06/2018;CF12074;6;2;5;0;5;3;0;3;2;0;0;3;2;4;4980;4697
146;BH516;22/06/2018;CF12074;6;3;4;0;4;0;0;3;1;0;0;1;2;4;4722;4697
154;BH516;22/06/2018;CF12074;6;3;3;0;3;3;0;5;1;0;0;1;2;4;4755;4697
161;BH516;22/06/2018;CF12074;6;3;4;0;4;3;0;4;2;0;0;2;2;4;4783;4697
173;BH516;22/06/2018;CF12074;6;3;3;0;3;0;0;0;0;0;0;3;2;1;4831;4697
180;BH516;22/06/2018;CF12074;6;3;4;0;4;1;0;1;4;0;0;0;2;4;4859;4697
186;BH516;22/06/2018;CF12074;6;3;3;0;3;0;0;0;2;0;0;0;2;1;4886;4697
205;BH516;22/06/2018;CF12074;6;3;3;0;3;0;0;0;0;0;0;2;2;1;4964;4697
214;BH516;22/06/2018;CF12074;6;3;2;0;2;0;0;0;0;0;0;1;2;1;4994;4697
365;BH516;22/06/2018;CF12074;6;3;3;0;3;0;0;2;1;0;0;0;2;4;4710;4697
33;BH516;22/06/2018;CF12074;6;4;2;0;2;0;0;0;0;0;0;2;2;1;4803;4697
147;BH516;22/06/2018;CF12074;6;4;2;0;2;0;0;0;2;0;0;0;2;4;4731;4697
156;BH516;22/06/2018;CF12074;6;4;2;0;2;0;0;0;0;0;0;2;2;1;4761;4697
163;BH516;22/06/2018;CF12074;6;4;3;0;3;0;0;0;0;0;0;3;3;1;4791;4697
182;BH516;22/06/2018;CF12074;6;4;1;0;1;0;0;0;0;0;0;1;2;1;4870;4697
1;BH518;22/06/2018;CF12372B;1;0;16;0;16;5;0;14;4;0;0;5;1;4;2;1
2;BH518;22/06/2018;CF12372B;1;1;4;0;4;2;0;6;1;0;0;0;3;4;5;1
6;BH518;22/06/2018;CF12372B;1;1;9;0;9;0;0;0;0;0;0;5;3;1;17;1
14;BH518;22/06/2018;CF12372B;1;1;3;0;3;6;0;6;2;0;0;0;3;4;63;1
17;BH518;22/06/2018;CF12372B;1;1;4;0;4;6;0;8;1;0;0;0;3;4;81;1
20;BH518;22/06/2018;CF12372B;1;1;4;0;4;0;0;0;0;0;0;0;3;-1;99;1
22;BH518;22/06/2018;CF12372B;1;1;3;0;3;6;0;6;2;0;0;0;3;4;106;1
32;BH518;22/06/2018;CF12372B;1;1;4;0;4;6;0;6;3;0;0;0;2;4;139;1
4;BH518;22/06/2018;CF12372B;1;2;3;0;3;0;0;0;0;0;0;0;2;1;10;1
15;BH518;22/06/2018;CF12372B;1;2;4;0;4;0;0;0;0;0;0;2;2;1;69;1
18;BH518;22/06/2018;CF12372B;1;2;3;0;3;0;0;0;0;0;0;3;2;1;86;1
25;BH518;22/06/2018;CF12372B;1;2;6;0;6;5;0;7;5;0;0;1;2;4;114;1
34;BH518;22/06/2018;CF12372B;1;2;5;0;5;9;0;9;4;0;0;1;2;4;150;1
29;BH518;22/06/2018;CF12372B;1;3;3;0;3;0;0;0;0;0;0;0;2;1;131;1
36;BH518;22/06/2018;CF12372B;1;3;2;1;3;0;0;0;0;0;0;3;2;1;164;1
38;BH518;22/06/2018;CF12372B;2;0;17;0;17;6;0;14;5;0;0;6;1;4;179;178
39;BH518;22/06/2018;CF12372B;2;1;4;0;4;11;0;12;1;0;0;0;3;4;181;178
49;BH518;22/06/2018;CF12372B;2;1;3;0;3;0;0;0;0;0;0;0;3;4;210;178
59;BH518;22/06/2018;CF12372B;2;1;7;0;7;11;0;13;6;0;0;0;3;4;243;178
77;BH518;22/06/2018;CF12372B;2;1;3;0;3;7;0;7;1;0;0;0;3;4;328;178
82;BH518;22/06/2018;CF12372B;2;1;2;0;2;4;0;4;1;0;0;0;2;4;353;178
42;BH518;22/06/2018;CF12372B;2;2;2;0;2;2;0;2;0;0;0;0;2;4;188;178
51;BH518;22/06/2018;CF12372B;2;2;3;0;3;6;0;6;0;0;0;0;2;4;214;178
64;BH518;22/06/2018;CF12372B;2;2;4;0;4;0;0;0;0;0;0;0;3;1;260;178
66;BH518;22/06/2018;CF12372B;2;2;6;0;6;0;0;8;6;0;0;0;2;4;267;178
78;BH518;22/06/2018;CF12372B;2;2;5;0;5;0;0;8;5;0;0;0;2;4;334;178
84;BH518;22/06/2018;CF12372B;2;2;5;0;5;8;0;8;5;0;0;0;2;4;358;178
44;BH518;22/06/2018;CF12372B;2;3;5;1;6;0;0;5;2;0;0;2;2;4;191;178
52;BH518;22/06/2018;CF12372B;2;3;3;0;3;0;0;0;0;0;0;0;3;-1;217;178
55;BH518;22/06/2018;CF12372B;2;3;4;1;5;1;0;9;5;0;0;0;2;4;223;178
86;BH518;22/06/2018;CF12372B;2;3;1;0;1;0;0;0;0;0;0;1;2;1;372;178
89;BH518;22/06/2018;CF12372B;3;0;15;0;15;10;0;14;6;0;0;4;1;4;381;380
91;BH518;22/06/2018;CF12372B;3;1;9;0;9;4;0;7;2;0;0;0;3;4;383;380
100;BH518;22/06/2018;CF12372B;3;1;12;0;12;6;0;13;1;0;0;9;3;4;416;380
112;BH518;22/06/2018;CF12372B;3;1;6;0;6;8;0;9;0;0;0;0;3;4;474;380
125;BH518;22/06/2018;CF12372B;3;1;3;0;3;6;0;6;2;0;0;0;3;4;534;380
130;BH518;22/06/2018;CF12372B;3;1;8;0;8;3;0;3;7;0;0;1;2;4;548;380
95;BH518;22/06/2018;CF12372B;3;2;1;0;1;3;0;4;0;0;0;0;2;4;397;380
106;BH518;22/06/2018;CF12372B;3;2;2;0;2;5;0;6;1;0;0;0;3;4;448;380
110;BH518;22/06/2018;CF12372B;3;2;2;0;2;8;0;8;0;0;0;0;2;4;457;380
115;BH518;22/06/2018;CF12372B;3;2;2;0;2;6;0;6;0;0;0;0;2;4;481;380
128;BH518;22/06/2018;CF12372B;3;2;4;0;4;0;0;0;0;0;0;0;2;1;540;380
97;BH518;22/06/2018;CF12372B;3;3;4;0;4;0;0;0;4;0;0;0;2;3;399;380
108;BH518;22/06/2018;CF12372B;3;3;2;0;2;0;0;0;0;0;0;0;2;1;451;380
111;BH518;22/06/2018;CF12372B;3;3;5;0;5;0;0;7;1;0;0;1;2;4;460;380
200;BH518;22/06/2018;CF12372B;3;3;5;0;5;0;0;0;5;0;0;0;2;4;484;380
134;BH518;22/06/2018;CF12372B;4;0;11;0;11;5;0;11;4;0;0;3;1;4;576;575
135;BH518;22/06/2018;CF12372B;4;1;16;0;16;4;0;10;7;0;0;6;3;4;578;575
165;BH518;22/06/2018;CF12372B;4;1;2;0;2;6;0;6;0;0;0;0;3;4;698;575
174;BH518;22/06/2018;CF12372B;4;1;4;0;4;6;0;6;3;0;0;0;3;4;747;575
184;BH518;22/06/2018;CF12372B;4;1;5;0;5;6;0;6;3;0;0;0;2;4;783;575
139;BH518;22/06/2018;CF12372B;4;2;4;0;4;4;0;5;0;0;0;0;3;4;595;575
150;BH518;22/06/2018;CF12372B;4;2;2;0;2;8;0;9;1;0;0;0;3;4;643;575
157;BH518;22/06/2018;CF12372B;4;2;3;0;3;7;0;8;1;0;0;0;2;4;672;575
166;BH518;22/06/2018;CF12372B;4;2;6;0;6;8;0;8;4;0;0;2;2;4;701;575
177;BH518;22/06/2018;CF12372B;4;2;5;0;5;0;0;5;4;0;0;1;2;4;758;575
187;BH518;22/06/2018;CF12372B;4;2;5;0;5;0;0;0;5;0;0;0;3;3;794;575
190;BH518;22/06/2018;CF12372B;4;2;5;0;5;0;0;4;4;0;0;1;2;4;812;575
140;BH518;22/06/2018;CF12372B;4;3;4;1;5;1;0;3;5;0;0;0;2;4;600;575
152;BH518;22/06/2018;CF12372B;4;3;5;0;5;7;0;7;3;0;0;1;2;4;648;575
159;BH518;22/06/2018;CF12372B;4;3;5;0;5;0;0;3;5;0;0;0;2;4;678;575
168;BH518;22/06/2018;CF12372B;4;3;2;0;2;0;0;0;2;0;0;0;2;1;718;575
181;BH518;22/06/2018;CF12372B;4;3;1;0;1;0;0;0;1;0;0;0;2;1;772;575
155;BH518;22/06/2018;CF12372B;4;4;1;0;1;0;0;0;2;0;0;0;2;4;662;575
194;BH518;22/06/2018;CF12372B;5;0;17;0;17;7;0;11;3;0;0;7;1;4;832;831
196;BH518;22/06/2018;CF12372B;5;1;8;0;8;0;0;6;8;0;0;0;3;4;834;831
203;BH518;22/06/2018;CF12372B;5;1;5;0;5;8;0;10;3;0;0;0;3;4;861;831
218;BH518;22/06/2018;CF12372B;5;1;7;0;7;8;0;12;6;0;0;0;3;4;926;831
227;BH518;22/06/2018;CF12372B;5;1;7;0;7;0;0;0;5;0;0;2;3;1;969;831
238;BH518;22/06/2018;CF12372B;5;1;2;0;2;11;0;11;0;0;0;0;3;4;1020;831
247;BH518;22/06/2018;CF12372B;5;1;4;0;4;8;0;9;0;0;0;0;3;4;1051;831
253;BH518;22/06/2018;CF12372B;5;1;4;0;4;6;0;7;2;0;0;0;3;4;1078;831
259;BH518;22/06/2018;CF12372B;5;1;7;0;7;9;0;9;6;0;0;1;2;4;1106;831
204;BH518;22/06/2018;CF12372B;5;2;5;0;5;4;0;6;5;0;0;0;3;4;863;831
212;BH518;22/06/2018;CF12372B;5;2;2;0;2;6;0;7;1;0;0;0;2;4;892;831
222;BH518;22/06/2018;CF12372B;5;2;2;0;2;6;0;6;0;0;0;0;2;4;946;831
239;BH518;22/06/2018;CF12372B;5;2;6;0;6;7;0;7;4;0;0;2;2;4;1023;831
248;BH518;22/06/2018;CF12372B;5;2;6;0;6;0;0;7;4;0;0;2;2;4;1056;831
255;BH518;22/06/2018;CF12372B;5;2;5;0;5;0;0;5;5;0;0;0;2;4;1087;831
262;BH518;22/06/2018;CF12372B;5;2;2;0;2;0;0;0;1;0;0;1;2;1;1126;831
207;BH518;22/06/2018;CF12372B;5;3;2;0;2;0;0;0;0;0;0;0;2;1;877;831
213;BH518;22/06/2018;CF12372B;5;3;5;0;5;7;0;7;4;0;0;0;2;4;897;831
223;BH518;22/06/2018;CF12372B;5;3;4;1;5;0;0;0;5;0;0;0;2;4;949;831
243;BH518;22/06/2018;CF12372B;5;3;1;1;2;0;0;0;0;0;0;2;2;1;1040;831
217;BH518;22/06/2018;CF12372B;5;4;2;1;3;0;0;0;1;0;0;2;2;4;911;831
267;BH518;22/06/2018;CF12372B;6;0;18;0;18;5;0;15;5;0;0;6;1;4;1137;1136
268;BH518;22/06/2018;CF12372B;6;1;6;0;6;0;0;0;5;0;0;1;3;1;1139;1136
272;BH518;22/06/2018;CF12372B;6;1;9;0;9;0;0;0;7;0;0;2;3;1;1160;1136
278;BH518;22/06/2018;CF12372B;6;1;3;0;3;0;0;0;2;0;0;0;3;4;1190;1136
290;BH518;22/06/2018;CF12372B;6;1;3;0;3;2;0;7;2;0;0;0;3;4;1232;1136
294;BH518;22/06/2018;CF12372B;6;1;4;0;4;0;0;0;0;0;0;0;3;-1;1263;1136
296;BH518;22/06/2018;CF12372B;6;1;5;0;5;0;0;0;0;0;0;1;3;4;1270;1136
299;BH518;22/06/2018;CF12372B;6;1;2;0;2;0;0;0;1;0;0;0;3;4;1282;1136
303;BH518;22/06/2018;CF12372B;6;1;3;0;3;9;0;9;2;0;0;0;3;4;1300;1136
307;BH518;22/06/2018;CF12372B;6;1;3;0;3;10;0;12;2;0;0;0;2;4;1330;1136
280;BH518;22/06/2018;CF12372B;6;2;2;0;2;3;0;6;1;0;0;0;2;4;1198;1136
291;BH518;22/06/2018;CF12372B;6;2;1;0;1;0;0;0;0;0;0;0;2;-1;1240;1136
304;BH518;22/06/2018;CF12372B;6;2;5;1;6;0;0;0;5;0;0;1;2;4;1308;1136
311;BH518;22/06/2018;CF12372B;6;2;6;0;6;0;0;0;6;0;0;0;2;4;1338;1136
281;BH518;22/06/2018;CF12372B;6;3;3;0;3;6;0;6;2;0;0;0;2;4;1203;1136
284;BH518;22/06/2018;CF12372B;6;4;4;1;5;0;0;0;5;0;0;0;2;3;1211;1136
